incident_id,date,state,lga,incident_type,kidnapped,killed,perpetrator,region,source
787,9/25/2025,Benue,Gboko,Bandit Attack,8,40,ISWAP,North Central,Simulated (patterned on media reports)
207,6/11/2023,Adamawa,Mubi North,Terror Attack,6,33,Unknown Gunmen,North East,Simulated (patterned on media reports)
393,2/5/2023,Abia,Arochukwu,Kidnapping,16,2,Unknown Gunmen,South East,Simulated (patterned on media reports)
398,9/20/2022,Kogi,Lokoja,School Abduction,76,22,ISWAP,North Central,Simulated (patterned on media reports)
763,8/18/2023,Anambra,Awka South,Kidnapping,22,2,Criminal Syndicate,South East,Simulated (patterned on media reports)
218,3/26/2022,Yobe,Nguru,School Abduction,56,12,ISWAP,North East,Simulated (patterned on media reports)
5,12/17/2023,Kogi,Lokoja,Terror Attack,40,5,ISWAP,North Central,Simulated (patterned on media reports)
643,4/19/2020,Kano,Nassarawa,Terror Attack,2,39,Boko Haram,North West,Simulated (patterned on media reports)
805,12/7/2022,Imo,Owerri Municipal,Kidnapping,41,1,Unknown Gunmen,South East,Simulated (patterned on media reports)
613,1/8/2020,Katsina,Malumfashi,Bandit Attack,30,27,Unknown Gunmen,North West,Simulated (patterned on media reports)
739,9/12/2022,Abia,Umuahia North,Kidnapping,6,4,Criminal Syndicate,South East,Simulated (patterned on media reports)
547,4/14/2025,Borno,Maiduguri,School Abduction,47,17,ISWAP,North East,Simulated (patterned on media reports)
726,1/6/2025,Yobe,Damaturu,Bandit Attack,49,33,Boko Haram,North East,Simulated (patterned on media reports)
684,3/16/2023,Zamfara,Gusau,Terror Attack,27,30,Unknown Gunmen,North West,Simulated (patterned on media reports)
99,8/9/2020,Nasarawa,Lafia,Kidnapping,100,10,Boko Haram,North Central,Simulated (patterned on media reports)
728,1/18/2021,Plateau,Jos North,Kidnapping,46,3,Armed Bandits,North Central,Simulated (patterned on media reports)
574,6/28/2021,Enugu,Udi,Kidnapping,23,3,Criminal Syndicate,South East,Simulated (patterned on media reports)
407,7/7/2022,Zamfara,Anka,Bandit Attack,6,8,Unknown Gunmen,North West,Simulated (patterned on media reports)
503,3/6/2025,Plateau,Langtang North,Terror Attack,42,22,Boko Haram,North Central,Simulated (patterned on media reports)
48,4/27/2021,Kwara,Ilorin West,Kidnapping,64,23,Boko Haram,North Central,Simulated (patterned on media reports)
33,2/10/2022,FCT,Gwagwalada,Terror Attack,55,2,Unknown Gunmen,North Central,Simulated (patterned on media reports)
201,10/17/2025,Katsina,Dutsin-Ma,Bandit Attack,65,16,Boko Haram,North West,Simulated (patterned on media reports)
135,6/5/2020,Kaduna,Zaria,Terror Attack,70,12,ISWAP,North West,Simulated (patterned on media reports)
28,11/12/2020,Sokoto,Gwadabawa,Bandit Attack,5,39,Unknown Gunmen,North West,Simulated (patterned on media reports)
789,11/27/2024,Nasarawa,Nasarawa Eggon,Kidnapping,119,19,Boko Haram,North Central,Simulated (patterned on media reports)
231,2/2/2023,FCT,Bwari,Kidnapping,132,25,Boko Haram,North Central,Simulated (patterned on media reports)
490,5/25/2022,Katsina,Daura,Bandit Attack,50,14,Boko Haram,North West,Simulated (patterned on media reports)
379,4/4/2025,Kwara,Offa,School Abduction,82,23,Boko Haram,North Central,Simulated (patterned on media reports)
289,3/23/2021,Kano,Nassarawa,Bandit Attack,54,36,Unknown Gunmen,North West,Simulated (patterned on media reports)
419,2/6/2025,Kogi,Okene,Bandit Attack,42,25,Armed Bandits,North Central,Simulated (patterned on media reports)
675,6/24/2025,Zamfara,Anka,Kidnapping,60,6,ISWAP,North West,Simulated (patterned on media reports)
392,3/8/2022,Kaduna,Kauru,Bandit Attack,57,25,Boko Haram,North West,Simulated (patterned on media reports)
593,1/11/2021,Kwara,Offa,Bandit Attack,45,31,ISWAP,North Central,Simulated (patterned on media reports)
499,9/23/2021,Adamawa,Mubi North,Terror Attack,12,12,ISWAP,North East,Simulated (patterned on media reports)
139,8/1/2022,Niger,Suleja,Bandit Attack,8,35,Unknown Gunmen,North Central,Simulated (patterned on media reports)
63,11/1/2024,Yobe,Geidam,Terror Attack,21,34,Armed Bandits,North East,Simulated (patterned on media reports)
472,11/26/2022,Plateau,Mangu,Bandit Attack,47,11,Boko Haram,North Central,Simulated (patterned on media reports)
648,1/21/2021,Kwara,Patigi,Bandit Attack,56,2,ISWAP,North Central,Simulated (patterned on media reports)
129,1/25/2021,Enugu,Oji River,Kidnapping,44,4,Criminal Syndicate,South East,Simulated (patterned on media reports)
877,7/9/2024,Sokoto,Rabah,Kidnapping,122,11,Unknown Gunmen,North West,Simulated (patterned on media reports)
521,4/2/2021,Sokoto,Isa,School Abduction,50,18,Unknown Gunmen,North West,Simulated (patterned on media reports)
65,3/19/2021,FCT,Abaji,Terror Attack,53,39,Boko Haram,North Central,Simulated (patterned on media reports)
15,6/20/2020,Zamfara,Shinkafi,Terror Attack,68,34,ISWAP,North West,Simulated (patterned on media reports)
157,6/13/2021,Kano,Fagge,School Abduction,89,22,ISWAP,North West,Simulated (patterned on media reports)
41,6/8/2021,Benue,Oju,Bandit Attack,69,37,ISWAP,North Central,Simulated (patterned on media reports)
493,6/13/2020,Borno,Gwoza,School Abduction,78,9,Unknown Gunmen,North East,Simulated (patterned on media reports)
380,7/13/2024,FCT,Bwari,Bandit Attack,35,5,Boko Haram,North Central,Simulated (patterned on media reports)
188,6/23/2024,Zamfara,Shinkafi,Kidnapping,120,12,Boko Haram,North West,Simulated (patterned on media reports)
764,7/4/2025,Sokoto,Rabah,Terror Attack,62,1,Armed Bandits,North West,Simulated (patterned on media reports)
217,2/17/2021,Nasarawa,Karu,School Abduction,44,19,Unknown Gunmen,North Central,Simulated (patterned on media reports)
792,5/31/2025,Adamawa,Ganye,Kidnapping,9,20,Unknown Gunmen,North East,Simulated (patterned on media reports)
53,2/11/2024,Adamawa,Numan,School Abduction,149,10,Unknown Gunmen,North East,Simulated (patterned on media reports)
338,10/4/2020,Zamfara,Gusau,School Abduction,20,20,Unknown Gunmen,North West,Simulated (patterned on media reports)
749,11/1/2025,Katsina,Malumfashi,Kidnapping,99,4,Unknown Gunmen,North West,Simulated (patterned on media reports)
720,12/25/2021,FCT,Abuja Municipal,Kidnapping,133,15,Unknown Gunmen,North Central,Simulated (patterned on media reports)
725,11/7/2022,Sokoto,Isa,Kidnapping,89,3,Unknown Gunmen,North West,Simulated (patterned on media reports)
296,3/10/2021,Sokoto,Isa,Bandit Attack,18,7,ISWAP,North West,Simulated (patterned on media reports)
702,8/4/2023,Adamawa,Ganye,Terror Attack,24,9,ISWAP,North East,Simulated (patterned on media reports)
252,3/24/2020,Plateau,Mangu,Kidnapping,94,3,Unknown Gunmen,North Central,Simulated (patterned on media reports)
727,3/21/2020,Niger,Suleja,School Abduction,10,0,Boko Haram,North Central,Simulated (patterned on media reports)
462,9/16/2025,Niger,Minna,Terror Attack,24,2,ISWAP,North Central,Simulated (patterned on media reports)
456,8/19/2022,Sokoto,Wurno,Terror Attack,41,11,Unknown Gunmen,North West,Simulated (patterned on media reports)
897,3/17/2024,Borno,Maiduguri,Terror Attack,69,17,Armed Bandits,North East,Simulated (patterned on media reports)
270,8/1/2021,Sokoto,Rabah,Bandit Attack,72,40,Unknown Gunmen,North West,Simulated (patterned on media reports)
202,7/21/2025,Borno,Bama,Bandit Attack,38,9,Armed Bandits,North East,Simulated (patterned on media reports)
162,2/28/2020,Yobe,Nguru,Bandit Attack,47,28,Armed Bandits,North East,Simulated (patterned on media reports)
556,10/16/2021,Adamawa,Michika,Bandit Attack,72,1,Armed Bandits,North East,Simulated (patterned on media reports)
730,11/2/2024,Kano,Fagge,School Abduction,104,24,Boko Haram,North West,Simulated (patterned on media reports)
402,12/4/2021,Nasarawa,Keffi,School Abduction,104,15,Unknown Gunmen,North Central,Simulated (patterned on media reports)
703,8/20/2023,Zamfara,Anka,Bandit Attack,67,16,Boko Haram,North West,Simulated (patterned on media reports)
477,7/30/2025,Yobe,Machina,Kidnapping,41,15,Unknown Gunmen,North East,Simulated (patterned on media reports)
772,6/10/2024,Zamfara,Gusau,Kidnapping,77,7,ISWAP,North West,Simulated (patterned on media reports)
106,8/20/2021,Yobe,Nguru,Bandit Attack,56,10,ISWAP,North East,Simulated (patterned on media reports)
566,3/22/2024,Katsina,Dutsin-Ma,Terror Attack,58,30,Armed Bandits,North West,Simulated (patterned on media reports)
390,11/2/2025,Borno,Bama,School Abduction,127,13,Armed Bandits,North East,Simulated (patterned on media reports)
2,7/13/2021,Kaduna,Zaria,School Abduction,84,3,Armed Bandits,North West,Simulated (patterned on media reports)
840,9/4/2020,Sokoto,Illela,Terror Attack,45,3,ISWAP,North West,Simulated (patterned on media reports)
562,6/19/2020,Kogi,Idah,Terror Attack,5,3,Armed Bandits,North Central,Simulated (patterned on media reports)
81,5/11/2021,Zamfara,Talata Mafara,Kidnapping,66,17,Unknown Gunmen,North West,Simulated (patterned on media reports)
206,1/28/2021,Adamawa,Ganye,Kidnapping,71,0,Armed Bandits,North East,Simulated (patterned on media reports)
35,3/21/2024,Sokoto,Isa,Bandit Attack,28,21,Unknown Gunmen,North West,Simulated (patterned on media reports)
776,7/29/2023,Borno,Maiduguri,Kidnapping,34,4,Boko Haram,North East,Simulated (patterned on media reports)
509,3/5/2021,FCT,Gwagwalada,Terror Attack,7,39,ISWAP,North Central,Simulated (patterned on media reports)
428,3/5/2024,Sokoto,Gwadabawa,School Abduction,85,25,Boko Haram,North West,Simulated (patterned on media reports)
455,1/5/2022,Adamawa,Numan,School Abduction,36,9,Unknown Gunmen,North East,Simulated (patterned on media reports)
367,1/4/2025,Zamfara,Bungudu,Kidnapping,78,20,Boko Haram,North West,Simulated (patterned on media reports)
92,8/25/2024,Abia,Isiala Ngwa South,Kidnapping,23,0,Unknown Gunmen,South East,Simulated (patterned on media reports)
340,6/29/2024,Plateau,Mangu,Kidnapping,118,12,Boko Haram,North Central,Simulated (patterned on media reports)
565,2/6/2025,FCT,Gwagwalada,School Abduction,24,16,Boko Haram,North Central,Simulated (patterned on media reports)
346,6/16/2025,Yobe,Potiskum,Terror Attack,23,23,Boko Haram,North East,Simulated (patterned on media reports)
777,5/14/2024,Nasarawa,Karu,Kidnapping,55,0,Unknown Gunmen,North Central,Simulated (patterned on media reports)
242,6/7/2022,Kebbi,Yauri,Bandit Attack,22,19,ISWAP,North West,Simulated (patterned on media reports)
14,8/10/2024,Kebbi,Yauri,Kidnapping,54,23,ISWAP,North West,Simulated (patterned on media reports)
316,2/13/2024,FCT,Gwagwalada,School Abduction,29,15,ISWAP,North Central,Simulated (patterned on media reports)
601,7/11/2020,Adamawa,Numan,School Abduction,84,17,Unknown Gunmen,North East,Simulated (patterned on media reports)
388,2/23/2022,Anambra,Nnewi North,Kidnapping,18,1,Unknown Gunmen,South East,Simulated (patterned on media reports)
274,3/1/2020,Adamawa,Yola North,School Abduction,132,17,Unknown Gunmen,North East,Simulated (patterned on media reports)
167,5/6/2022,Anambra,Onitsha North,Kidnapping,45,2,Unknown Gunmen,South East,Simulated (patterned on media reports)
841,10/12/2021,Katsina,Malumfashi,Kidnapping,123,12,Unknown Gunmen,North West,Simulated (patterned on media reports)
893,5/23/2022,Yobe,Nguru,Bandit Attack,69,17,Armed Bandits,North East,Simulated (patterned on media reports)
647,5/25/2021,FCT,Abaji,Kidnapping,19,15,ISWAP,North Central,Simulated (patterned on media reports)
819,6/20/2020,Abia,Arochukwu,Kidnapping,33,3,Unknown Gunmen,South East,Simulated (patterned on media reports)
485,1/23/2025,Adamawa,Yola North,Terror Attack,12,5,Unknown Gunmen,North East,Simulated (patterned on media reports)
881,6/2/2022,Katsina,Kankara,School Abduction,121,6,Armed Bandits,North West,Simulated (patterned on media reports)
505,11/12/2020,Kebbi,Jega,Kidnapping,18,14,Armed Bandits,North West,Simulated (patterned on media reports)
832,12/18/2021,Benue,Gboko,Kidnapping,106,22,Armed Bandits,North Central,Simulated (patterned on media reports)
244,10/2/2020,Benue,Katsina-Ala,School Abduction,64,4,Boko Haram,North Central,Simulated (patterned on media reports)
567,8/8/2022,Benue,Oju,Bandit Attack,53,20,Armed Bandits,North Central,Simulated (patterned on media reports)
563,8/22/2020,Adamawa,Michika,Bandit Attack,53,3,ISWAP,North East,Simulated (patterned on media reports)
687,7/19/2021,Kaduna,Birnin Gwari,Bandit Attack,31,19,Boko Haram,North West,Simulated (patterned on media reports)
190,8/13/2024,Benue,Katsina-Ala,Terror Attack,69,12,ISWAP,North Central,Simulated (patterned on media reports)
783,1/21/2023,Benue,Otukpo,Terror Attack,77,5,Boko Haram,North Central,Simulated (patterned on media reports)
700,4/16/2021,Katsina,Dutsin-Ma,Bandit Attack,55,16,Boko Haram,North West,Simulated (patterned on media reports)
476,9/28/2024,Nasarawa,Akwanga,Bandit Attack,15,11,Armed Bandits,North Central,Simulated (patterned on media reports)
682,10/26/2022,Kebbi,Zuru,Kidnapping,141,9,ISWAP,North West,Simulated (patterned on media reports)
511,6/9/2023,Adamawa,Mubi North,Bandit Attack,11,34,ISWAP,North East,Simulated (patterned on media reports)
59,8/31/2023,Katsina,Daura,Bandit Attack,9,20,ISWAP,North West,Simulated (patterned on media reports)
475,3/3/2020,Imo,Okigwe,Kidnapping,33,3,Criminal Syndicate,South East,Simulated (patterned on media reports)
561,1/3/2023,Kebbi,Argungu,Terror Attack,61,20,Armed Bandits,North West,Simulated (patterned on media reports)
857,2/1/2025,Kaduna,Chikun,Bandit Attack,26,32,Boko Haram,North West,Simulated (patterned on media reports)
748,7/6/2022,Katsina,Daura,Bandit Attack,17,29,ISWAP,North West,Simulated (patterned on media reports)
253,11/14/2021,Kogi,Ankpa,Kidnapping,106,20,ISWAP,North Central,Simulated (patterned on media reports)
22,10/1/2023,Borno,Dikwa,School Abduction,50,15,Boko Haram,North East,Simulated (patterned on media reports)
314,7/7/2023,Imo,Okigwe,Kidnapping,24,4,Unknown Gunmen,South East,Simulated (patterned on media reports)
460,11/21/2024,FCT,Gwagwalada,Bandit Attack,26,14,Unknown Gunmen,North Central,Simulated (patterned on media reports)
161,6/25/2024,Adamawa,Ganye,Terror Attack,44,39,ISWAP,North East,Simulated (patterned on media reports)
277,9/6/2021,Imo,Okigwe,Kidnapping,32,2,Criminal Syndicate,South East,Simulated (patterned on media reports)
192,11/15/2021,Borno,Maiduguri,School Abduction,43,14,Unknown Gunmen,North East,Simulated (patterned on media reports)
386,8/31/2021,Kebbi,Birnin Kebbi,Bandit Attack,59,7,Unknown Gunmen,North West,Simulated (patterned on media reports)
806,7/18/2020,Yobe,Geidam,School Abduction,91,7,Armed Bandits,North East,Simulated (patterned on media reports)
414,5/19/2022,Kano,Fagge,Kidnapping,124,16,Boko Haram,North West,Simulated (patterned on media reports)
492,12/28/2021,Kano,Tarauni,Terror Attack,50,24,Boko Haram,North West,Simulated (patterned on media reports)
344,1/28/2020,Kebbi,Birnin Kebbi,School Abduction,108,19,Boko Haram,North West,Simulated (patterned on media reports)
770,2/16/2020,Kwara,Omu-Aran,Kidnapping,124,9,Armed Bandits,North Central,Simulated (patterned on media reports)
309,3/26/2025,FCT,Gwagwalada,Bandit Attack,27,14,Armed Bandits,North Central,Simulated (patterned on media reports)
662,7/23/2022,Yobe,Machina,School Abduction,110,4,Unknown Gunmen,North East,Simulated (patterned on media reports)
131,11/17/2022,Yobe,Potiskum,Terror Attack,43,39,Armed Bandits,North East,Simulated (patterned on media reports)
664,10/17/2022,Nasarawa,Nasarawa Eggon,School Abduction,34,10,Unknown Gunmen,North Central,Simulated (patterned on media reports)
872,8/21/2023,Katsina,Malumfashi,Kidnapping,64,23,ISWAP,North West,Simulated (patterned on media reports)
100,9/5/2025,Kebbi,Yauri,Bandit Attack,19,1,ISWAP,North West,Simulated (patterned on media reports)
373,9/6/2021,Yobe,Potiskum,School Abduction,76,12,Unknown Gunmen,North East,Simulated (patterned on media reports)
88,10/24/2023,Yobe,Damaturu,Terror Attack,69,9,Boko Haram,North East,Simulated (patterned on media reports)
459,1/24/2024,Abia,Ohafia,Kidnapping,44,1,Criminal Syndicate,South East,Simulated (patterned on media reports)
331,4/1/2021,Zamfara,Anka,Terror Attack,76,33,Boko Haram,North West,Simulated (patterned on media reports)
215,7/20/2024,Zamfara,Anka,Bandit Attack,51,11,Boko Haram,North West,Simulated (patterned on media reports)
467,7/24/2022,Adamawa,Mubi North,Kidnapping,108,9,Unknown Gunmen,North East,Simulated (patterned on media reports)
122,4/22/2025,Borno,Bama,Terror Attack,80,37,Unknown Gunmen,North East,Simulated (patterned on media reports)
615,9/15/2023,Kwara,Ilorin West,Kidnapping,89,9,Armed Bandits,North Central,Simulated (patterned on media reports)
21,6/23/2022,Borno,Monguno,Bandit Attack,54,19,Unknown Gunmen,North East,Simulated (patterned on media reports)
701,5/2/2025,Kebbi,Yauri,Kidnapping,43,14,Armed Bandits,North West,Simulated (patterned on media reports)
72,7/25/2025,Sokoto,Isa,School Abduction,125,15,Boko Haram,North West,Simulated (patterned on media reports)
107,10/15/2021,Kaduna,Igabi,Kidnapping,60,16,Unknown Gunmen,North West,Simulated (patterned on media reports)
271,4/13/2022,Benue,Oju,Kidnapping,15,3,Armed Bandits,North Central,Simulated (patterned on media reports)
861,4/18/2020,Plateau,Jos North,Bandit Attack,32,13,ISWAP,North Central,Simulated (patterned on media reports)
436,9/12/2025,Kaduna,Birnin Gwari,Bandit Attack,7,11,Boko Haram,North West,Simulated (patterned on media reports)
103,3/19/2023,FCT,Abuja Municipal,Kidnapping,26,13,Unknown Gunmen,North Central,Simulated (patterned on media reports)
